,,,,,,, 5 and 6,doa 4,dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common,00 00,AC_STAND,,,,ayane,40 1F,,,AC_AY_WIN_A,,,bass,40 1F,AC_BA_WIN_A,,,bayman,41 1F,AC_SA_WIN_5,,,brad wong,40 1F,AC_SU_WIN_A,,,christie,40 1F,AC_GO_WIN_A,,,diego,40 1F,AC_DGO_MUSCLE_ENT_01,,,eliot,40 1F,AC_BO_WIN_4,,,hayabusa,40 1F,AC_KM_WIN_A,,,hayate,40 1F,AC_NI_WIN_A,,,helena,40 1F,AC_HI_WIN_4,,,hitomi,40 1F,,AC_KO_WIN_A,,,honoka,40 1F,AC_HON_DOA5Z_ENT_1,,,jann lee,40 1F,AC_LU_WIN_A,,,kasumi,40 1F,AC_KS_WIN_A,,,kokoro,,40 1F,AC_HA_WIN_4,,,Kula,40 1F,AC_SNK_PP,AUTO: ... P (+ 1 other),,leifang,,40 1F,AC_LE_WIN_4,,,lisa,,40 1F,AC_PR_WIN_4,,,40 1F,AC_MAI_PB,,,marie rose,40 1F,AC_MAR_APPEAL1,AUTO: 8Ap (+ 1 other),,mila,move ID,action ID,"post-hoc description, blank usually means no animation",,momiji,40 1F,AC_MOM_DOA5_WIN_1,ANIM: wall bounce -> G26,,nico,40 1F,AC_NIC_MUSCLE_ENT_01,,,nyotengu,,40 1F,AC_NYO_WIN_4,,,Phase 4,40 1F,AC_PF_WIN_A,,,rachel,40 1F,AC_RAC_DOA5_WIN_1,,,raidou,40 1F,AC_RID_DOA5Z_ENT_1,ANIM: short hch stun stumble a step back,,Rig,40 1F,AC_RIG_PP,AUTO: ... P,,tamaki,40 1F,AC_SKD_DOA5_WIN_1,ANIM: wall bounce -> G26,,tina,,40 1F,AC_TI_WIN_A,,,zack,40 1F,AC_KR_WIN_A,,,boss raidou,40 1F,AC_SRD_DOA5Z_ENT_1,ANIM: short hch stun stumble a step back,,protoype raidou,40 1F,AC_ARD_DOA5Z_ENT_1,ANIM: short hch stun stumble a step back,,phase 4 α,40 1F,AC_MPP_WIN_A,
common,01 00,AC_FRONT,,,,ayane,41 1F,,,AC_AY_WIN_B,,,bass,41 1F,AC_BA_WIN_B,,,bayman,42 1F,AC_SA_WIN_6,,,brad wong,41 1F,AC_SU_WIN_B,,,christie,41 1F,AC_GO_WIN_B,,,diego,41 1F,AC_DGO_MUSCLE_WIN_01,,,eliot,41 1F,AC_BO_WIN_5,,,hayabusa,41 1F,AC_KM_WIN_B,,,hayate,41 1F,AC_NI_WIN_4,,,helena,41 1F,AC_HI_WIN_5,,,hitomi,41 1F,,AC_KO_WIN_B,,,honoka,41 1F,AC_HON_DOA5Z_ENT_2,,,jann lee,41 1F,AC_LU_WIN_B,,,kasumi,41 1F,AC_KS_WIN_4,,,kokoro,,41 1F,AC_HA_WIN_5,,,Kula,41 1F,AC_SNK_6P,AUTO: 6P (+ 1 other),,leifang,,41 1F,AC_LE_WIN_5,,,lisa,,41 1F,AC_PR_WIN_5,,,41 1F,AC_MAI_PB_E,,,marie rose,41 1F,AC_MAR_APPEAL2,AUTO: 6Ap (+ 1 other),,mila,40 1F,AC_MIL_NEW_ENT_2,ANIM: heavy high/mid block with a bit of pushback,,momiji,41 1F,AC_MOM_DOA5_WIN_2,ANIM: opponent upside down wall bounce -> G26,,nico,41 1F,AC_NIC_MUSCLE_WIN_01,,,nyotengu,,41 1F,AC_NYO_WIN_5,,,Phase 4,41 1F,AC_PF_WIN_4,,,rachel,41 1F,AC_RAC_DOA5_WIN_2,,,raidou,41 1F,AC_RID_DOA5Z_ENT_2,ANIM: nose bleed stun,,Rig,41 1F,AC_RIG_PPP,AUTO: ... P,,tamaki,41 1F,AC_SKD_DOA5_WIN_2,ANIM: opponent upside down wall bounce -> G26,,tina,,41 1F,AC_TI_WIN_B,,,zack,41 1F,AC_KR_WIN_B,,,boss raidou,41 1F,AC_SRD_DOA5Z_ENT_2,ANIM: nose bleed stun,,protoype raidou,41 1F,AC_ARD_DOA5Z_ENT_2,ANIM: nose bleed stun,,phase 4 α,41 1F,AC_MPP_WIN_4,
common,02 00,AC_BACK,,,,ayane,42 1F,,,AC_AY_WIN_4,,,bass,42 1F,AC_BA_WIN_4,,,bayman,43 1F,AC_SA_WIN_7,,,brad wong,42 1F,AC_SU_WIN_4,,,christie,42 1F,AC_GO_WIN_C,,,diego,42 1F,AC_DGO_THR_SP1,AUTO: T,,eliot,42 1F,AC_BO_WIN_6,,,hayabusa,42 1F,AC_KM_WIN_4,,,hayate,42 1F,AC_NI_WIN_5,,,helena,42 1F,AC_HI_WIN_6,,,hitomi,42 1F,,AC_KO_WIN_C,,,honoka,42 1F,AC_HON_DOA5Z_WIN_1,,,jann lee,42 1F,AC_LU_WIN_C,,,kasumi,42 1F,AC_KS_WIN_5,,,kokoro,,42 1F,AC_HA_WIN_6,,,Kula,42 1F,AC_SNK_4K,AUTO: 4K (+ 1 other),,leifang,,42 1F,AC_LE_WIN_6,,,lisa,,42 1F,AC_PR_WIN_6,,,42 1F,AC_MAI_PB_MAX,,,marie rose,42 1F,AC_MAR_APPEAL3,AUTO: 2Ap (+ 1 other),,mila,41 1F,AC_MIL_NEW_WIN_2,ANIM: sidestep 22,,momiji,42 1F,AC_MOM_DOA5_WIN_3,ANIM: moderate fly-spin back -> G84,,nico,42 1F,AC_NIC_BREAK_BLOW_START,AUTO: <meter 100%> 6S (+ 1 other),,nyotengu,,42 1F,AC_NYO_WIN_6,,,Phase 4,42 1F,AC_PF_WIN_5,,,rachel,42 1F,AC_RAC_DOA5_WIN_3,,,raidou,42 1F,AC_RID_DOA5Z_WIN_1,ANIM: forced onto knee -> stand back up,,Rig,42 1F,AC_RIG_PPPK,AUTO: ... 4K,,tamaki,42 1F,AC_SKD_DOA5_WIN_3,ANIM: moderate fly-spin back -> G84,,tina,,42 1F,AC_TI_WIN_C,,,zack,42 1F,AC_KR_WIN_C,,,boss raidou,42 1F,AC_SRD_DOA5Z_WIN_1,ANIM: forced onto knee -> stand back up,,protoype raidou,42 1F,AC_ARD_DOA5Z_WIN_1,ANIM: forced onto knee -> stand back up,,phase 4 α,42 1F,AC_MPP_WIN_5,
common,03 00,AC_DASH_FRONT,,,,ayane,43 1F,,,AC_AY_WIN_5,,,bass,43 1F,AC_BA_WIN_5,,,bayman,44 1F,AC_SA_WIN_8,,,brad wong,43 1F,AC_SU_WIN_5,,,christie,43 1F,AC_GO_WIN_D,,,diego,43 1F,AC_DGO_THR_SP2,AUTO: 6T (+ 1 other),,eliot,43 1F,AC_BO_WIN_7,,,hayabusa,43 1F,AC_KM_WIN_5,,,hayate,43 1F,AC_NI_WIN_6,,,helena,43 1F,AC_HI_WIN_7,,,hitomi,43 1F,,AC_KO_WIN_D,,,honoka,43 1F,AC_HON_DOA5Z_WIN_2,,,jann lee,43 1F,AC_LU_WIN_D,,,kasumi,43 1F,AC_KS_WIN_6,,,kokoro,,43 1F,AC_HA_WIN_7,,,Kula,43 1F,AC_SNK_THR_SP1,AUTO: T,,leifang,20,43 1F,AC_LE_WIN_7,,,lisa,,43 1F,AC_PR_WIN_7,,,43 1F,AC_MAI_PB_SUC,,,marie rose,43 1F,AC_MAR_APPEAL4,AUTO: ? ... 4S (+ 1 other),,mila,42 1F,AC_MIL_NEW_WIN_7,ANIM: continue climbin up cliff -> start blocking,,momiji,43 1F,AC_MOM_WIN_D,,,nico,43 1F,AC_NIC_BREAK_BLOW_START_S,,,nyotengu,,43 1F,AC_NYO_WIN_7,,,Phase 4,43 1F,AC_PF_WIN_6,,,rachel,43 1F,AC_RAC_WIN_7,,,raidou,43 1F,AC_RID_DOA5Z_WIN_2,,,Rig,43 1F,AC_RIG_PPP2K,AUTO: ... 2K,,tamaki,43 1F,AC_SKD_WIN_D,repeats the animation you did before,,tina,,43 1F,AC_TI_WIN_4,,,zack,43 1F,AC_KR_LOSE_A,,,boss raidou,43 1F,AC_SRD_DOA5Z_WIN_2,,,protoype raidou,43 1F,AC_ARD_DOA5Z_WIN_2,,,phase 4 α,43 1F,AC_MPP_WIN_6,
common,04 00,AC_DASH_BACK,,,,ayane,44 1F,,,AC_AY_WIN_6,,,bass,44 1F,AC_BA_WIN_6,,,bayman,45 1F,AC_SA_LOSE_2,,,brad wong,44 1F,AC_SU_REN_1,,,christie,44 1F,AC_GO_WIN_4,,,diego,44 1F,AC_DGO_THR_SP3,AUTO: 4T (+ 1 other),,eliot,44 1F,AC_BO_LOSE_2,,,hayabusa,44 1F,AC_KM_WIN_6,,,hayate,44 1F,AC_NI_WIN_7,,,helena,44 1F,AC_HI_WIN_8,,,hitomi,44 1F,,AC_KO_WIN_4,,,honoka,44 1F,AC_HON_DOA5Z_WIN_3,,,jann lee,44 1F,AC_LU_WIN_E,,,kasumi,44 1F,AC_KS_WIN_7,,,kokoro,,44 1F,AC_HA_REN_1,,,Kula,44 1F,AC_SNK_THR_SP2,AUTO: 6T (+ 1 other),,leifang,1,44 1F,AC_LE_WIN_8,,,lisa,,44 1F,AC_PR_WIN_8,,,44 1F,AC_MAI_PB_FAL,,,marie rose,44 1F,AC_MAR_APPEAL5,AUTO: Ap,,mila,43 1F,AC_MIL_WIN_TIGHT,,,momiji,44 1F,AC_MOM_DOA5_LOSE_1,,,nico,44 1F,AC_NIC_BREAK_BLOW_FINISH,,,nyotengu,,44 1F,AC_NYO_REN_1,,,Phase 4,44 1F,AC_PF_WIN_7,,,rachel,44 1F,AC_RAC_WIN_8,,,raidou,44 1F,AC_RID_DOA5Z_WIN_3,,,Rig,44 1F,AC_RIG_PPP4K,AUTO: ... K,,tamaki,44 1F,AC_SKD_DOA5_LOSE_1,looks like knockback to wall but no motion,,tina,,44 1F,AC_TI_WIN_5,,,zack,44 1F,AC_KR_WIN_4,,,boss raidou,44 1F,AC_SRD_DOA5Z_WIN_3,,,protoype raidou,44 1F,AC_ARD_DOA5Z_WIN_3,,,phase 4 α,44 1F,AC_MPP_WIN_7,
common,05 00,AC_RUN,,,,ayane,45 1F,,,AC_AY_WIN_7,,,bass,45 1F,AC_BA_WIN_7,,,bayman,46 1F,AC_SA_REN_1,,,brad wong,45 1F,AC_SU_REN_2,,,christie,45 1F,AC_GO_WIN_5,,,diego,45 1F,AC_DGO_THR_SP4,AUTO: 66T (+ 1 other),,eliot,45 1F,AC_BO_REN_1,,,hayabusa,45 1F,AC_KM_WIN_7,,,hayate,45 1F,AC_NI_WIN_8,,,helena,45 1F,AC_HI_WIN_9,,,hitomi,45 1F,,AC_KO_WIN_5,,,honoka,45 1F,AC_HON_DOA5Z_LOSE_1,,,jann lee,45 1F,AC_LU_LOSE,,,kasumi,45 1F,AC_KS_WIN_8,,,kokoro,,45 1F,AC_HA_REN_2,,,Kula,45 1F,AC_SNK_THR_SP3,AUTO: 4T (+ 1 other),,leifang,2,45 1F,AC_LE_WIN_9,,,lisa,,45 1F,AC_PR_REN_1,,,45 1F,AC_MAI_THR_PB,,,marie rose,45 1F,AC_MAR_APPEAL6,AUTO: 4Ap (+ 1 other),,mila,44 1F,AC_MIL_NEW_LOSE,,,momiji,45 1F,AC_MOM_WIN_5,,,nico,45 1F,AC_NIC_BREAK_BLOW_FINISH_B,,,nyotengu,,45 1F,AC_NYO_REN_2,,,Phase 4,45 1F,AC_PF_WIN_8,,,rachel,45 1F,AC_RAC_DOA5_LOSE_1,ANIM: heavy high hit from right -> spin and fall back -> G82,,raidou,45 1F,AC_RID_DOA5Z_LOSE_1,,,Rig,45 1F,AC_RIG_PPK,AUTO: ... K,,tamaki,45 1F,AC_SKD_WIN_5,no anim or repeats ,,tina,,45 1F,AC_TI_WIN_6,,,zack,45 1F,AC_KR_WIN_5,,,boss raidou,45 1F,AC_SRD_DOA5Z_LOSE_1,,,protoype raidou,45 1F,AC_ARD_DOA5Z_LOSE_1,,,phase 4 α,45 1F,AC_MPP_WIN_8,
common,06 00,AC_STOP,,,,ayane,46 1F,,,AC_AY_WIN_8,,,bass,46 1F,AC_BA_WIN_8,,,bayman,47 1F,AC_SA_REN_2,,,brad wong,46 1F,AC_SU_REN_3,,,christie,46 1F,AC_GO_WIN_6,,,diego,46 1F,AC_DGO_THR_SP5,AUTO: 41236T (+ 1 other),,eliot,46 1F,AC_BO_REN_2,,,hayabusa,46 1F,AC_KM_REN_1,,,hayate,46 1F,AC_NI_REN_1,,,helena,46 1F,AC_HI_REN_1,,,hitomi,46 1F,,AC_KO_WIN_6,,,honoka,46 1F,AC_HON_CLIFF_THR_CUT1,,,jann lee,46 1F,AC_LU_WIN_4,,,kasumi,46 1F,AC_KS_LOSE,,,kokoro,,46 1F,AC_HA_REN_3,,,Kula,46 1F,AC_SNK_THR_SP4,AUTO: 236T (+ 1 other),,leifang,3,46 1F,AC_LE_LOSE_2,,,lisa,,46 1F,AC_PR_REN_2,,,46 1F,AC_MAI_THR_PB_Y,,,marie rose,46 1F,AC_MAR_APPEAL7,AUTO: 1Ap (+ 1 other),,mila,45 1F,AC_MIL_PP,AUTO: ... P (+ 1 other),,momiji,46 1F,AC_MOM_WIN_6,,,nico,46 1F,AC_NIC_BREAK_BLOW_FINISH_WALL,,,nyotengu,,46 1F,AC_NYO_REN_3,,,Phase 4,46 1F,AC_PF_LOSE,,,rachel,46 1F,AC_RAC_DOA5_REN_1,ANIM: wall bounce -> G26,,raidou,46 1F,AC_RID_CLIFF_THR_CUT1,,,Rig,46 1F,AC_RIG_PPKK,AUTO: ... K,,tamaki,46 1F,AC_SKD_WIN_6,idle idk,,tina,,46 1F,AC_TI_WIN_7,,,zack,46 1F,AC_KR_WIN_6,,,boss raidou,46 1F,AC_SRD_CLIFF_THR_CUT1,,,protoype raidou,46 1F,AC_ARD_CLIFF_THR_CUT1,,,phase 4 α,46 1F,AC_MPP_LOSE,
common,07 00,AC_SITDOWN,,,,ayane,47 1F,,,AC_AY_WIN_9,,,bass,47 1F,AC_BA_WIN_9,,,bayman,48 1F,AC_SA_REN_3,,,brad wong,47 1F,AC_SU_REN_4,,,christie,47 1F,AC_GO_WIN_7,,,diego,47 1F,AC_DGO_THR_SP10,AUTO: 2T (+ 3 other),,eliot,47 1F,AC_BO_REN_3,,,hayabusa,47 1F,AC_KM_REN_2,,,hayate,47 1F,AC_NI_REN_2,,,helena,47 1F,AC_HI_REN_2,,,hitomi,47 1F,,AC_KO_WIN_7,,,honoka,47 1F,AC_HON_CLIFF_THR_CUT2,,,jann lee,47 1F,AC_LU_WIN_5,,,kasumi,47 1F,AC_KS_REN_1,,,kokoro,,47 1F,AC_HA_REN_4,,,Kula,47 1F,AC_SNK_THR_SP5,AUTO: 2T (+ 3 other),,leifang,4,47 1F,AC_LE_REN_1,,,lisa,,47 1F,AC_PR_REN_3,,,47 1F,AC_MAI_PB_FIN,,,marie rose,47 1F,AC_MAR_PP,AUTO: ... P (+ 1 other),,mila,46 1F,AC_MIL_PPP,AUTO: ... P,,momiji,47 1F,AC_MOM_WIN_7,,,nico,47 1F,AC_NIC_BREAK_BLOW_FINISH_B_WALL,,,nyotengu,,47 1F,AC_NYO_REN_4,,,Phase 4,47 1F,AC_PF_REN_1,,,rachel,47 1F,AC_RAC_DOA5_REN_2,ANIM: opponent upside down wall bounce -> G26,,raidou,47 1F,AC_RID_CLIFF_THR_CUT2,ANIM: idle -> A26 tall bounce back -> G26 idle start,,Rig,47 1F,AC_RIG_PPK6K,AUTO: ... 6K,,tamaki,47 1F,AC_SKD_WIN_7,idle idk ,,tina,,47 1F,AC_TI_WIN_8,,,zack,47 1F,AC_KR_WIN_7,,,boss raidou,47 1F,AC_SRD_CLIFF_THR_CUT2,ANIM: idle -> A26 tall bounce back -> G26 idle start,,protoype raidou,47 1F,AC_ARD_CLIFF_THR_CUT2,ANIM: idle -> A26 tall bounce back -> G26 idle start,,phase 4 α,47 1F,AC_MPP_REN_1,
common,08 00,AC_SITDOWN_F,,,,ayane,48 1F,,,AC_AY_WIN_10,,,bass,48 1F,AC_BA_LOSE_2,,,bayman,49 1F,AC_SA_REN_4,,,brad wong,48 1F,AC_SU_REN_5,,,christie,48 1F,AC_GO_REN_1,,,diego,48 1F,AC_DGO_THR_SP11,AUTO: 1T (+ 1 other),,eliot,48 1F,AC_BO_REN_4,,,hayabusa,48 1F,AC_KM_REN_3,,,hayate,48 1F,AC_NI_REN_3,,,helena,48 1F,AC_HI_REN_3,,,hitomi,48 1F,,AC_KO_REN_1,,,honoka,48 1F,AC_HON_CLIFF_ATK_CUT1,,,jann lee,48 1F,AC_LU_WIN_6,,,kasumi,48 1F,AC_KS_REN_2,,,kokoro,,48 1F,AC_HA_REN_5,,,Kula,48 1F,AC_SNK_THR_SP6,AUTO: 1T (+ 1 other),,leifang,5,48 1F,AC_LE_REN_2,,,lisa,,48 1F,AC_PR_REN_4,,,48 1F,AC_MAI_PB_DASH,,,marie rose,48 1F,AC_MAR_PPP,AUTO: ... P,,mila,47 1F,AC_MIL_PPPP,AUTO: ... P,,momiji,48 1F,AC_MOM_DOA5_REN_1,ANIM: medium hit from right (mid? low?),,nico,48 1F,AC_NIC_BREAK_BLOW_START_GSP_P,,,nyotengu,,48 1F,AC_NYO_REN_5,,,Phase 4,48 1F,AC_PF_REN_2,,,rachel,48 1F,AC_RAC_FK,AUTO: 6K (+ 1 other),,raidou,48 1F,AC_RID_CLIFF_ATK_CUT1,,,Rig,48 1F,AC_RIG_PPK2K,AUTO: ... 2K,,tamaki,48 1F,AC_SKD_DOA5_REN_1,ANIM: medium hit from right (mid? low?),,tina,,48 1F,AC_TI_REN_1,,,zack,48 1F,AC_KR_WIN_8,,,boss raidou,48 1F,AC_SRD_CLIFF_ATK_CUT1,,,protoype raidou,48 1F,AC_ARD_CLIFF_ATK_CUT1,,,phase 4 α,48 1F,AC_MPP_REN_2,
