file,child_index,child_name,index,JP,EN,FR,DE,IT,ES
MES_ARTS_JAN.BIN,0,string_pack,0,スウェイジャブ,Sway Jab,,,,
MES_ARTS_JAN.BIN,0,string_pack,1,ドラゴンキャノン,Dragon Cannon,,,,
MES_ARTS_JAN.BIN,0,string_pack,2,ドラゴンラッシュ,Dragon Rush,,,,
MES_ARTS_JAN.BIN,0,string_pack,3,ドラゴンスライサー,Dragon Slicer,,,,
MES_ARTS_JAN.BIN,0,string_pack,4,コンボドラゴンアッパー,Combo Dragon Upper,,,,
MES_ARTS_JAN.BIN,0,string_pack,5,ドラゴンフィスト,Dragon Fist,,,,
MES_ARTS_JAN.BIN,0,string_pack,6,コンボハイキック,Combo High Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,7,ドラゴンストーム,Dragon Storm,,,,
MES_ARTS_JAN.BIN,0,string_pack,8,コンボスラストロースピン,Combo Thrust Low Spin,,,,
MES_ARTS_JAN.BIN,0,string_pack,9,ソニックスピンキック,Sonic Spin Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,10,ソニックロースピンキック,Sonic Low Spin Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,11,ソニックアッパー,Sonic Uppercut,,,,
MES_ARTS_JAN.BIN,0,string_pack,12,ソニックステップミドル,Sonic Step Middle,,,,
MES_ARTS_JAN.BIN,0,string_pack,13,コンボロースピンキック,Combo Low Spin Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,14,ジャブ・ハイキック,"Jab, High Kick",,,,
MES_ARTS_JAN.BIN,0,string_pack,15,ボディアッパー,Body Uppercut,,,,
MES_ARTS_JAN.BIN,0,string_pack,16,ボディステップミドル,Body Step Middle,,,,
MES_ARTS_JAN.BIN,0,string_pack,17,ボディロースピンキック,Body Low Spin Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,18,ドラゴンファイア,Dragon Fire,,,,
MES_ARTS_JAN.BIN,0,string_pack,19,トリプルファイヤーフィスト,Triple Fire Fist,,,,
MES_ARTS_JAN.BIN,0,string_pack,20,コンボリアハイキック,Combo Rear High Kick,,,,
MES_ARTS_JAN.BIN,0,string_pack,21,ナックルアッパー,Upper Knuckle,,,,
MES_ARTS_JAN.BIN,0,string_pack,22,ダブルドラゴンブラスト,Double Dragon Blast,,,,
MES_ARTS_JAN.BIN,0,string_pack,23,ハンマーハイコンボ,Hammer High Combo,,,,
MES_ARTS_JAN.BIN,0,string_pack,24,フラッシュスピンキック,Flash Spin Kick,,,,
