file,child_index,child_name,index,JP,EN,FR,DE,IT,ES
MES_ARTS_HYT.BIN,0,string_pack,0,連突天仰,Renzuki-Ama-Aogi,,,,
MES_ARTS_HYT.BIN,0,string_pack,1,連突迅雷,Renzuki-Jinrai,,,,
MES_ARTS_HYT.BIN,0,string_pack,2,連突人襲脚,Renzuki-Jinshu,,,,
MES_ARTS_HYT.BIN,0,string_pack,3,連突碧転掌,Renzuki-Hekiten,,,,
MES_ARTS_HYT.BIN,0,string_pack,4,連突碧影脚,Renzuki-Hekiei,,,,
MES_ARTS_HYT.BIN,0,string_pack,5,連突十字脚,Renzuki-Juji-Kyaku,,,,
MES_ARTS_HYT.BIN,0,string_pack,6,連突藤花衝,Renzuki-Toka,,,,
MES_ARTS_HYT.BIN,0,string_pack,7,地流水影,Chiryu-Mizukage,,,,
MES_ARTS_HYT.BIN,0,string_pack,8,連突風塵,Renzuki-Fujin,,,,
MES_ARTS_HYT.BIN,0,string_pack,9,連突裂影,Renzuki-Retsukage,,,,
MES_ARTS_HYT.BIN,0,string_pack,10,烈風蹴り,Reppu-Geri,,,,
MES_ARTS_HYT.BIN,0,string_pack,11,虎咬,Koko,,,,
MES_ARTS_HYT.BIN,0,string_pack,12,烈旋脚,Ressen-Kyaku,,,,
MES_ARTS_HYT.BIN,0,string_pack,13,霧幻連�,Mugen-Rento,,,,
MES_ARTS_HYT.BIN,0,string_pack,14,霧影,Kirikage,,,,
MES_ARTS_HYT.BIN,0,string_pack,15,碧空転掌,Hekiku-Tensho,,,,
MES_ARTS_HYT.BIN,0,string_pack,16,碧影,Aokage,,,,
MES_ARTS_HYT.BIN,0,string_pack,17,残心,Zanshin,,,,
MES_ARTS_HYT.BIN,0,string_pack,18,武雷,Burai,,,,
MES_ARTS_HYT.BIN,0,string_pack,19,雷月輪,Rai-Getsurin,,,,
MES_ARTS_HYT.BIN,0,string_pack,20,地流連刃,Chiryu-Renjin,,,,
MES_ARTS_HYT.BIN,0,string_pack,21,地流蹴,Chiryu-Shu,,,,
MES_ARTS_HYT.BIN,0,string_pack,22,鬼開裂,Oni-Kairetsu,,,,
MES_ARTS_HYT.BIN,0,string_pack,23,鬼舞旋,Oni-Busen,,,,
MES_ARTS_HYT.BIN,0,string_pack,24,鬼影,Onikage,,,,
MES_ARTS_HYT.BIN,0,string_pack,25,風塵掌,Fujin-Sho,,,,
MES_ARTS_HYT.BIN,0,string_pack,26,天舞白光,Tenbu-Byakko,,,,
MES_ARTS_HYT.BIN,0,string_pack,27,天舞晴嵐,Tenbu-Seiran,,,,
MES_ARTS_HYT.BIN,0,string_pack,28,廻し・後ろ蹴り,"Mawashi, Ushiro-Geri",,,,
MES_ARTS_HYT.BIN,0,string_pack,29,太刀影,Tachi-Kage,,,,
MES_ARTS_HYT.BIN,0,string_pack,30,十六夜蹴り,Izayoi-Geri,,,,
MES_ARTS_HYT.BIN,0,string_pack,31,白浪,Shiranami,,,,
MES_ARTS_HYT.BIN,0,string_pack,32,舞鶴,Maizuru,,,,
MES_ARTS_HYT.BIN,0,string_pack,33,飛翔三連山,Hisho-San-Renzan,,,,
MES_ARTS_HYT.BIN,0,string_pack,34,月輪脚,Getsurin-Kyaku,,,,
